Stock,Sequence,Accuracy,Train MAPE,Test MAPE
NABIL,9,77.45098039215686,3.8413365750507507,3.3688441429114855
NABIL,10,69.45812807881774,3.932835200441615,3.8068421365248706
NABIL,11,77.83251231527095,3.626453855685009,3.469733569681075
NABIL,12,72.9064039408867,4.959300477761757,3.5777162398293934
NBL,3,82.4390243902439,3.993956402726223,3.106926502867498
NBL,4,73.65853658536585,3.463987122496363,3.5295898509841
NBL,5,75.98039215686273,3.333225063314699,3.286630082334325
NBL,6,76.47058823529412,3.1028484253986743,3.325002660879846
NBL,7,75.98039215686273,3.9221946663682337,3.4186347976525826
NBL,8,73.0392156862745,3.451030037620158,3.552313573621699
NBL,9,76.47058823529412,3.868169929153611,3.270033592168687
NBL,10,76.84729064039408,3.9466660113755783,3.3517710509907825
NBL,11,80.29556650246306,2.850020337088938,3.0402939285022117
NBL,12,74.8768472906404,4.516095919390912,3.281929781697959
NICA,3,50.24390243902439,2.7611472302530795,6.408294973871804
NICA,4,38.72549019607843,3.3596847496409037,6.292253134148111
NICA,5,47.549019607843135,2.251526691566096,6.083792935056412
NICA,6,48.03921568627451,2.337068028601366,6.565586875243905
NICA,7,42.15686274509804,2.685629229250131,6.287278552417474
NICA,8,44.6078431372549,2.5968745251423906,6.60550926710159
NICA,9,42.857142857142854,2.8938499121494066,6.81501762627067
NICA,10,48.76847290640394,2.6618839119902815,5.968787219821011
NICA,11,45.812807881773395,2.6987298079723274,6.181504624898732
NICA,12,42.857142857142854,3.270726313312512,6.839984238401706
NMB,3,63.05418719211823,4.283416398777833,4.136990831073023
NMB,4,73.76237623762376,4.306580015304008,3.705962580953146
NMB,5,71.28712871287128,4.269098901332044,3.606932910726342
NMB,6,76.73267326732673,4.504897818717316,3.4940527425857826
NMB,7,78.21782178217822,4.446340700968532,3.4028812668028396
NMB,8,74.25742574257426,3.5793306530342974,3.541576023597195
NMB,9,81.09452736318407,5.085671731632906,3.4383454195567293
NMB,10,78.60696517412936,4.575173546033415,3.483171631876753
NMB,11,78.60696517412936,4.81979334168551,3.8286836957508523
NMB,12,67.66169154228857,4.1328421798082156,3.9937047017719247
PCBL,3,29.901960784313726,5.056603179161184,8.143012205493024
PCBL,4,51.9607843137255,3.2039733190662223,6.364190910781681
PCBL,5,39.705882352941174,3.2279854955646052,6.794703551725773
PCBL,6,73.52941176470588,2.9491374593921735,5.301964269498042
PCBL,7,56.86274509803921,3.7377881958215604,6.197665096649459
PCBL,8,55.66502463054187,4.042820971843557,6.032013282030448
PCBL,9,53.69458128078818,2.8609121837388356,6.3950220300221226
PCBL,10,31.03448275862069,5.1166454454310095,6.960389494655103
PCBL,11,33.99014778325123,5.64900787456963,7.2548344166579835
PCBL,12,47.783251231527096,3.0457945185187727,6.703656345761931
SANIMA,3,82.35294117647058,2.9051038746006443,2.683426762473906
SANIMA,4,78.92156862745098,2.6996175638935833,3.0430962917836446
SANIMA,5,89.2156862745098,2.1372533847266637,2.29412967516305
SANIMA,6,88.72549019607843,2.2924265633848693,2.3735890881096116
SANIMA,7,82.84313725490196,1.92840183478499,2.984968808423694
SANIMA,8,89.65517241379311,2.6155987122010864,2.587793976223228
SANIMA,9,85.22167487684729,2.284702892076302,2.4140437345756207
SANIMA,10,76.35467980295566,2.6913740200035936,3.2153175989675273
SANIMA,11,82.75862068965517,3.272268753832471,3.1569299619134026
SANIMA,12,81.77339901477832,2.5052972290660067,2.788937277380956
SBI,3,89.26829268292683,2.539601646187789,2.7463409635424494
SBI,4,89.2156862745098,1.6556164141579424,2.2116847128018717
SBI,5,89.2156862745098,2.0958899959525685,2.632781441453168
SBI,6,88.23529411764706,2.135233868286648,2.2053435022093155
SBI,7,85.7843137254902,2.281394883081048,2.6301843805106007
SBI,8,81.37254901960785,2.6381007604707922,3.123371889729282
SBI,9,86.20689655172413,3.0243198619138894,2.6663495712213514
SBI,10,77.33990147783251,2.6944519280682906,3.239203226433554
SBI,11,88.17733990147784,2.4832306305737215,2.4100316796541814
SBI,12,88.17733990147784,2.2305940356799967,2.292019345294691
SBL,3,67.8048780487805,5.220175772213166,3.9162209932956173
SBL,4,82.35294117647058,2.790363969057695,2.7641883352961063
SBL,5,85.29411764705883,3.7040449502165216,2.7651719544018447
SBL,6,92.15686274509804,3.5658061677837543,2.3788166426254955
SBL,7,84.80392156862744,6.147382609860114,2.8712081033884425
SBL,8,90.19607843137256,2.805837583743604,2.4454322399336244
SBL,9,85.22167487684729,3.3795479592161817,2.8514160972809477
SBL,10,88.17733990147784,2.9155672315012056,2.614002646598288
SBL,11,89.16256157635468,3.4287913381240034,2.4478783815781027
SBL,12,87.68472906403942,4.026051672908591,2.915198176345477
SCB,3,97.07317073170731,2.0776319316289014,1.267030322753802
SCB,4,97.54901960784314,2.483036358514546,1.3153723832978268
SCB,5,98.0392156862745,2.8037167455082583,1.2991882320291963
SCB,6,97.54901960784314,2.3635134564486355,1.2742672107501558
SCB,7,97.54901960784314,2.3461686435813798,1.339003749237102
SCB,8,96.56862745098039,2.7183218483365623,1.4804922695617582
SCB,9,95.56650246305419,1.6184511593154989,1.8230180052221003
SCB,10,96.55172413793103,3.0219704280811603,1.590977617191238
SCB,11,95.56650246305419,2.492957971880361,1.7265348862429475
SCB,12,97.04433497536947,2.695543982735251,1.9740155616669066
PRVU,3,62.926829268292686,2.9522574594375843,4.657602121123849
PRVU,4,60.0,3.7144342607854144,4.810618373497733
PRVU,5,66.66666666666666,3.205005051609497,4.408366020326674
PRVU,6,71.07843137254902,3.6145259657941216,3.9669477767933246
PRVU,7,66.66666666666666,6.187717827590737,4.589630271141471
PRVU,8,29.901960784313726,5.243337431760579,6.870845846895119
PRVU,9,67.15686274509804,5.618873967727332,4.689919834082209
PRVU,10,58.620689655172406,3.623725583280968,5.0117096049272645
PRVU,11,50.24630541871922,3.7043879640033763,5.714293722459689
PRVU,12,62.06896551724138,6.0618089122339045,5.060003602732836
NIMB,3,8.928571428571429,1.8140177486960827,13.849366144559342
NIMB,4,7.142857142857142,1.8460924913256644,15.486736300820686
NIMB,5,7.142857142857142,1.825591922914879,15.362879966275875
NIMB,6,5.357142857142857,4.782105553061107,15.840427205387734
NIMB,7,5.454545454545454,5.666689585432469,16.23809645008698
NIMB,8,5.454545454545454,6.170493422721703,15.298623563678804
NIMB,9,5.454545454545454,3.889812081873576,17.200443076133816
NIMB,10,5.454545454545454,4.469450858251889,16.999906704999045
NIMB,11,5.454545454545454,5.907348851742422,19.357061576349803
NIMB,12,3.7037037037037033,4.810475583593813,18.956909157239515
LSL,3,81.81818181818183,3.3893915628764835,3.070559006337676
LSL,4,81.81818181818183,3.8900855079654724,3.290468040927666
LSL,5,53.125,4.125613854739017,4.437485858937422
LSL,6,71.875,6.626994436340418,3.433632968928442
LSL,7,75.0,4.956939501250905,3.4211003274017258
LSL,8,81.25,3.67106436909475,3.4619806054264837
LSL,9,75.0,4.727807891801389,3.86422258346064
LSL,10,61.29032258064516,3.8243690245117192,3.8399153367852747
LSL,11,80.64516129032258,3.775934292050729,3.6248380171672694
LSL,12,61.29032258064516,9.097608099544885,3.7909439769048756
